paper_id,pmid,title,evidence_tier,evidence_type,directness,target_centrality,evidence_summary,supporting_text_locator,query_feedback_signal,review_confidence
pmid-26891316,26891316,NF45 and NF90 Bind HIV-1 RNA and Modulate HIV Gene Expression.,direct,localization_retention,direct_target,central,"ection may discover new targets for the development of novel therapeutic strategies that inhibit virus replication and/or pathogenesis. A number of genetic and proteomic studies have been undertaken to identify cellular factors involved in HIV replication and the current National Institutes of Health (NIH) interaction database contains greater than 3000 proteins [2]. Given the size of the database, it is disappointing that on",1. Introduction,none,high
pmid-26885694,26885694,Design and Structural Characterization of Potent and Selective Inhibitors of Phosphatidylinositol 4 Kinase IIIβ.,indirect,localization_retention,pathway_or_context,supporting,"Lipid phosphoinositides are essential regulators of myriad cellular processes, including signaling, membrane trafficking, and cytokinesis1. Phosphoinositides are generated through the phosphorylation of the inositol ring of phosphatidylinositol. Phosphatidylinositol can be phosphorylated and dephosphorylated by a diverse set of enzymes, and this results in a total of seven diff",Introduction,reviewer_calibration,medium
pmid-26875099,26875099,"Relative sensitivity of immunohistochemistry, multiple reaction monitoring mass spectrometry, in situ hybridization and PCR to detect Coxsackievirus B1 in A549 cells.",direct,interaction_cofactor,direct_target,central,"Vs are detected in tissue samples either by RT-PCR or immunohistochemistry3 (IHC). In addition to these, the new single molecule hybridization [6,7] as well as mass spectrometry/proteomics technologies offer new opportunities for viral detection. However, there are no previous reports in which the performance of these various technologies has been evaluated in relation to one another.",1. Background,none,high
pmid-26861015,26861015,Direct Visualization of Ebola Virus Fusion Triggering in the Endocytic Pathway.,direct,localization_retention,direct_target,central,"ents of GP triggering and lipid mixing to be uncoupled from full fusion and infection. In this report, we characterize GP-mediated lipid mixing and investigate host factors thought to be involved in the process. Our findings identify essential but distinct roles for cysteine cathepsins and NPC1 in EBOV GP fusion triggering.",INTRODUCTION,none,medium
pmid-26860204,26860204,Ankyrin Repeat Domain 1 is Up-regulated During Hepatitis C Virus Infection and Regulates Hepatitis C Virus Entry.,direct,ptm_degradation,direct_target,central,"tes Ca2+ and ROS signaling cascade171819. Ca2+ controls essential cell functions, including proliferation, differentiation, secretion, contraction, metabolism, trafficking, and gene transcription and apoptosis. To investigate if the Ca2+ signaling was involved in up-regulation of ANKRD1 in HCV infected cells, Huh7.5 cells were treated with various doses of CaCl2 and then mRNA levels of ANKRD1 were analyzed by qRT-PCR. Figure 4A",HCV up-regulates ANKRD1 expression via ER stress,none,medium
pmid-26850110,26850110,High mannose-binding Pseudomonas fluorescens lectin (PFL) downregulates cell surface integrin/EGFR and induces autophagy in gastric cancer cells.,indirect,localization_retention,pathway_or_context,supporting,"inhibiting anti-cancer drugs currently in clinical use. Moreover, to address the anti-cancer mechanism induced by PFL in more detail, the participation of the autophagy and apoptosis pathways was analyzed. Finally, the in vivo effect of PFL was evaluated using a subcutaneous MKN28 tumor model.",Background,reviewer_calibration,medium
pmid-26822284,26822284,Fragment-Based Protein-Protein Interaction Antagonists of a Viral Dimeric Protease.,background,interaction_cofactor,incidental,incidental,"ein interfaces.[1–4] Over 80% of proteins are predicted to function in complexes, giving rise to an estimated 650,000 protein-protein interactions in the human interactome, and still more arising from host-pathogen interactions.[5–7] The ability to modulate even a fraction of these with small molecules derived from fragments holds enormous potential to both better understand biology and address clinical unmet need.[8] The human",Introduction,tighten_query,medium
pmid-26821323,26821323,Analysis of Host Gene Expression Profile in HIV-1 and HIV-2 Infected T-Cells.,direct,ptm_degradation,direct_target,central,"uals. HIV infection is also known to impact host gene expression and cause profound changes to cellular physiology and metabolism [1–4]. However, the impact of host factors on pathogenesis and disease progression in infected individuals is not very well understood. HIV replication is closely regulated by a complex pathway of host factors and many of these host factors are determinants of cell tropism and host range of HIV and co",Introduction,none,high
pmid-26818704,26818704,Complex interaction between dengue virus replication and expression of miRNA-133a.,direct,interaction_cofactor,direct_target,central,"s to the central nervous system thereby inhibiting the development of lethal encephalitis in mice [18]. Also, miR-30e* suppresses DENV replication by promoting interferon (IFN) production through the NF-κB pathway [19]. Furthermore, overexpression of Let-7c miRNA in Huh7 cells was found to decrease the infectivity of DENV [20]. Lastly, overexpression of miR-548 g-3p interferes with DENV translation and suppresses replication o",Background,none,medium
pmid-26811688,26811688,Bioinformatics analysis of hepatitis C virus genotype 2a-induced human hepatocellular carcinoma in Huh7 cells.,direct,localization_retention,direct_target,central,"t conditions were the main causes of HCC.2,4 After being infected with HCV, patients frequently develop liver steatosis pathophysiology7 and show resistance to interferon (IFN) treatment.8,9 HCV is a lipotropic virus associated with serum lipoprotein.10 The replication and infectivity of HCV can be regulated by cellular lipid status,4 making serum lipoprotein level a good candidate marker and therapy for HCV-induced disease pr",Introduction,none,medium
pmid-26808496,26808496,Comparative Proteomics Reveals Important Viral-Host Interactions in HCV-Infected Human Liver Cells.,direct,localization_retention,direct_target,central,"ycoproteins E1 and E2 together form spikes on the viral envelope, which then engage with cell surface molecules[2–7], including CD81[6], scavenger receptor BI (SR-BI) [7], claudin-1 (CLDN1) [8], occludin (OCLN) [9, 10], epidermal growth factor receptor (EGFR)[8], and cholesterol-uptake receptor Niemann-Pick C1-like 1 (NPC1L1) [9], and trigger the endocytosis of the viral particle[10, 11]. The ectodomain of E2 is the prima",Introduction,none,high
pmid-26800776,26800776,Construction of a subgenomic CV-B3 replicon expressing emerald green fluorescent protein to assess viral replication of a cardiotropic enterovirus strain in cultured human cells.,exclude,localization_retention,incidental,incidental,"the disease progression from acute to chronic myocarditis phase and toward the DCM clinical stage are not fully understood but are influenced by both viral and host factors (Chase and Semler, 2012; Sin et al., 2015; Ventéo et al., 2010). CV-Bs are small, naked, single-stranded positive RNA viruses of about 7.5 kb. Their genome is flanked on the 5′ end by a noncoding region (5′ NCR), which is crucial for the initiation of replic",Introduction,tighten_query,high
pmid-26799490,26799490,Uncovering New Pathogen-Host Protein-Protein Interactions by Pairwise Structure Similarity.,indirect,ptm_degradation,pathway_or_context,supporting,"Upon infection by pathogens, various host immune response pathways such as toll-like receptors signaling, NF-κB signaling, phagocytes, and cell-apoptosis pathways are activated. These pathways then work collectively to recognize, take up, and ultimately kill invading pathogens. However, pathogens have evolved diverse strategies for survival and replication under hostil",Introduction,reviewer_calibration,medium
pmid-26792212,26792212,Correlation of the lung microbiota with metabolic profiles in bronchoalveolar lavage fluid in HIV infection.,background,methods_only,incidental,incidental,"acterized the profile of metabolites present in oral wash samples [4] and cerebrospinal fluid [5]. Most recently, we used liquid chromatography-high-resolution mass spectrometry (LC-FTMS) to perform metabolomic analyses of bronchoalveolar lavage (BAL) fluid of otherwise healthy HIV-infected and HIV-uninfected individuals [6]. We demonstrated that overall metabolic profiles in BAL fluid were different between these two groups and show",Background,tighten_query,medium
pmid-26789921,26789921,"Targeting Viral Proteostasis Limits Influenza Virus, HIV, and Dengue Virus Infection.",direct,ptm_degradation,direct_target,central,"(Figure S1B). To assess whether the tagged segments were expressed and if viral protein complexes were formed during Flag-tagged viral infection, we set up an affinity purification of Flag-PB2 after infecting A549 human lung epithelial cells. This led to the recovery of PB2, PA, PB1, and NP (Figure S1C), indicative of the isolation of biologically relevant viral ribonucleoprotein complexes (vRNPs). Finally, we tested viral fitness in an",Fully infectious Flag-tagged influenza viruses generated by mutagenesis,none,high
pmid-26784321,26784321,C-Terminal Auto-Regulatory Motif of Hepatitis C Virus NS5B Interacts with Human VAPB-MSP to Form a Dynamic Replication Complex.,direct,localization_retention,direct_target,central,"sidue polyprotein, which is subsequently processed by viral and cellular proteases into 10 mature structural and nonstructural regulatory proteins on the rough endoplasmic reticulum (ER). Nonstructural proteins, which coordinate the intracellular processes of the virus life cycle, include P7 ion channel, NS2 protease, NS3 serine protease and helicase, NS4A, NS4B, NS5A proteins and NS5B RNA-dependent RNA polymerase (RdRp) [4]. HCV infect",Introduction,none,medium
pmid-26774171,26774171,Cyclophilin B enhances HIV-1 infection.,direct,localization_retention,direct_target,central,"V-1 genome consists of 9 open reading frames encoding only 15 viral proteins (Frankel and Young, 1998). As an obligate intracellular parasite, HIV must utilize host proteins and pathways for effective replication while evading the innate and acquired immune responses. Thus far, approximately 3500 human proteins have been found to participate in HIV-1 replication in some capacity (NCBI HIV Interaction Database; (Ako-Adjei et al.,",Introduction,none,high
pmid-26765841,26765841,Intrinsic Viral Factors Are the Dominant Determinants of the Hepatitis C Virus Response to Interferon Alpha Treatment in Chimeric Mice.,direct,interaction_cofactor,direct_target,central,"h hepatitis C virus (HCV) is a global health problem. Approximately 50% to 85% of HCV-infected people develop chronic hepatitis [1]. A combination of pegylated interferon alpha (pegIFNα) and ribavirin (RBV) has been used to treat patients with chronic HCV for more than a decade [2,3]. However, in about 50% of patients, the infection is not cleared with this therapy or the HCV relapses after treatment is completed [2,3]. The re",Introduction,none,medium
pmid-26758180,26758180,Analysis of the Protein Kinase A-Regulated Proteome of Cryptococcus neoformans Identifies a Role for the Ubiquitin-Proteasome Pathway in Capsule Formation.,indirect,ptm_degradation,pathway_or_context,supporting,"neoformans, the cyclic-AMP/protein kinase A (cAMP/PKA) signal transduction pathway is a key regulator of virulence factor elaboration and may also regulate the trafficking of virulence components to the cell surface (16). In particular, PKA activity is known to regulate capsule production and melanin formation (17–21). Environmental signals, such as exogenous methionine and nutrient starvation, are capable of activating the pat",INTRODUCTION,reviewer_calibration,medium
pmid-26735137,26735137,Characterization of RyDEN (C19orf66) as an Interferon-Stimulated Cellular Inhibitor against Dengue Virus Replication.,direct,ptm_degradation,direct_target,central,"or specific antiviral treatment available for dengue prevention and control [1]. At the cellular level, DENV infection begins with entry via receptor-mediated endocytosis, followed by particle disassembly to release an ~11-kb single-stranded RNA genome into the cytoplasm. The viral genomic RNA contains an open reading frame (ORF) encoding a single polyprotein, which is flanked by a capped 5’ untranslated region (UTR) and a non",Introduction,none,high
pmid-26733158,26733158,Functional organization of human SAMHD1 and mechanisms of HIV-1 restriction.,direct,ptm_degradation,direct_target,central,"Intrinsic antiviral immunity is the first line of defense against retroviral infection. A primary mediator of this immunity is a subset of host cellular proteins, termed restriction factors, which play critical roles in this defense by recognizing viral components and interfering with the viral life cycle. A solid understanding of how these restriction factors defend against human immunodeficiency virus-1 (HIV-1) infe",Introduction,none,high
pmid-26733069,26733069,Identification of Proteins Bound to Dengue Viral RNA In Vivo Reveals New Host Proteins Important for Virus Replication.,direct,localization_retention,direct_target,central,"single molecule of positive-sense RNA that is approximately 10.7 kb in length. The viral genomic RNA contains a 5′ m7GpppAm type 1 cap structure that mediates translation initiation, protection from cellular exonucleases, and masking from innate immune sensors (2). In contrast to the majority of cellular mRNAs, the DENV genome is not polyadenylated. The coding sequence of the genome is flanked by both 5′ and 3′ untranslated re",INTRODUCTION,none,high
pmid-26731262,26731262,A New Signaling Pathway for HCV Inhibition by Estrogen: GPR30 Activation Leads to Cleavage of Occludin by MMP-9.,direct,localization_retention,direct_target,central,"2) may have an anti-fibrotic or antiviral effect. Furthermore, E2 therapy resulted in reduced liver disease in a male HCV patient [4] and in mouse models [5]. Interferon-alpha (IFNα) therapy is approved for use in the treatment of chronic HCV. When comparing response rates to IFNα therapy, men showed little difference in response to IFNα therapy based on age, but premenopausal women responded 75% of the time while women over",Introduction,none,medium
pmid-26555039,26555039,Maintaining lung health with longstanding HIV.,direct,expression_marker,direct_target,central,"ith HIV-PAH severity (89). Reports of associations between markers of systemic and pulmonary inflammation with HIV-PAH severity, including interleukin (IL)-8, interferon (IFN)-γ and, most recently, IL-6 and the endogenous inhibitor of endothelial nitric oxide synthase asymmetric dimethylarginine (ADMA)(33, 90), support the hypothesis that HIV-PAH is also driven by inflammation, even during HAART (91).",Pathogenesis of HIV-PAH,none,medium
pmid-26538602,26538602,HSP70 binding protein 1 (HspBP1) suppresses HIV-1 replication by inhibiting NF-κB mediated activation of viral gene expression.,direct,localization_retention,direct_target,central,"has a relatively small genome, approximately 9.8 kb in length that encodes 15 proteins. Therefore, in addition to its own proteins, HIV-1 exploits various host cellular proteins for successful completion of its life cycle. Genome-wide studies including siRNA and shRNA screens (6–10), protein-protein interactions (11–14), bio-informatic analysis with patient samples (15–18) and meta-analysis of genome-wide studies (19) have revealed t",INTRODUCTION,none,medium
pmid-26472049,26472049,The mixed lineage kinase-3 inhibitor URMC-099 improves therapeutic outcomes for long-acting antiretroviral therapy.,indirect,localization_retention,pathway_or_context,supporting,"ntiretroviral drug concentrations measured in plasma and tissues. Second, putative mechanisms of URMC-099 action against HIV-1 infection were examined by SWATH proteomics and Western blot. Third, HIV-1 integrated viral DNA, RNA, HIV-1p24 protein and HIV-reverse transcriptase (RT) activities were measured. Fourth, URMC-099-induced nanoART retention in cells and cellular compartments was determined by endosomal immunoaffinity is",Study design,reviewer_calibration,medium
pmid-26468522,26468522,TRIM5 Retroviral Restriction Activity Correlates with the Ability To Induce Innate Immune Signaling.,background,ptm_degradation,incidental,incidental,"l challenge (1–3). One such antiretroviral factor is called TRIM5, a member of the large tripartite motif family, of which humans have 100 genes (4). Like all TRIM family members, TRIM5 consists of a RING E3 ubiquitin ligase domain, a B box domain, and an extended, central, alpha-helical domain (5). The polymorphic C terminus comes as either a PRYSPRY or a cyclophilin domain, either of which constitutes the main species",INTRODUCTION,tighten_query,medium
pmid-26360636,26360636,Investigation of the HIV-1 matrix interactome during virus replication.,direct,localization_retention,direct_target,central,"ncorporation of viral envelope proteins into virus particles [17, 18]. In an effort to further delineate the role of Matrix in virus replication we employed a proteomic approach to investigate the interactome of Matrix during virus replication. Several other genetic and proteomic studies have been performed on Matrix utilizing individually expressed Matrix or Gag proteins [19–22]. To identify Matrix interactions in the conte",Introduction,none,high
pmid-26276502,26276502,Steatosis and hepatitis C.,background,interaction_cofactor,incidental,incidental,"s C virus infection [6]. There are several factors which can affect the development of steatosis in chronic hepatitis C: (i) viral factor (HCV genotype3), (ii) host factors (alcohol consumption, overweight, hyperlipidemia, diabetes mellitus, insulin resistance) and (iii) drug therapy (corticosteroids, amiodarone, methotrexate etc.) [7]. Although the mechanisms underlying the development of parenchymal steatosis in HCV infection",Steatosis,tighten_query,medium
pmid-26033875,26033875,"Proteomics, biomarkers, and HIV-1: A current perspective.",direct,ptm_degradation,direct_target,central,"highly specific. Sensitivity of quantification will be easier to accomplish as analytical technologies and instrumentation improve and progress in single‐cell proteomics is made. In contrast, achieving high specificity of biomarkers is more difficult and there are many reasons for this. Among diseased individuals there are broad responses to pathogenic factors and treatment inconsistencies due to genetic variability (i.e. SNP",Introduction,none,high
pmid-27980386,27980386,Quantitative Proteomic Approach for MicroRNA Target Prediction Based on (18)O/(16)O Labeling.,indirect,localization_retention,pathway_or_context,supporting,"conditions is a common problem in biological and clinical research. There are several quantification methods for measuring DEPs based on liquid chromatography–mass spectrometry/tandem mass spectrometry (LC-MS/MS). These are either label-free or stable isotope labeling methods.1 Label-free methods offer wider dynamic range and broader proteome coverage, while stable isotope labeling approaches offer higher quantification precision an",Introduction,reviewer_calibration,medium
pmid-26793168,26793168,Interaction between Tat and Drugs of Abuse during HIV-1 Infection and Central Nervous System Disease.,direct,localization_retention,direct_target,central,"esentations of cognitive impairment (Wadia et al., 2001; Antinori et al., 2007). The mechanisms by which HIV-1 infection promotes neuropathogenesis is based on viral entry into the central nervous system (CNS) early during the course of infection by breaching of the blood-brain barrier (BBB) followed by a series of events that center around the neurotoxic activity of a number of HIV-1 proteins including gp120, Tat, Vpr, and lik",Introduction,none,medium
pmid-26666318,26666318,The role of HCV proteins on treatment outcomes.,direct,localization_retention,direct_target,central,"ms the viral nucleocapsid and plays a role in pathogenesis [3–5]. E1 and E2 envelope glycoproteins are essential components of the HCV virion and necessary for viral entry and fusion [6, 7]. P7 could act as a calcium ion channel and has an important role in viral maturation and release [8, 9]. NS2 is a transmembrane protein required for NS2/3 autoprotease activity that cleaves the site between the NS2 and NS3 junction [10–12] w",Background,none,medium
pmid-26650757,26650757,(E)-Caryophyllene and α-Humulene: Aedes aegypti Oviposition Deterrents Elucidated by Gas Chromatography-Electrophysiological Assay of Commiphora leptophloeos Leaf Oil.,background,localization_retention,incidental,incidental,"Oil samples were analyzed by gas chromatography-mass spectrometry (GC-MS) using an Agilent Technologies (Palo Alto, CA, USA) model 7890A GC equipped with an Agilent J &W non-polar HP-5ms™ column (30 m x 0.25 mm id.; 0.25 μm film thickness) and coupled to an Agilent model 5975C mass selective detector. The analytical conditi",Chemical Characterization of Essential Oils,tighten_query,medium
pmid-26646010,26646010,Kaposi's Sarcoma-Associated Herpesvirus Interleukin-6 Modulates Endothelial Cell Movement by Upregulating Cellular Genes Involved in Migration.,direct,localization_retention,direct_target,central,") pathways (19–23). Despite their structural similarities, vIL-6 differs from hIL-6 in that vIL-6 is secreted from the cell more slowly and accumulates in the endoplasmic reticulum (ER), where it can signal intracellularly through the gp130 subunit of the IL-6 receptor (IL-6R) (12, 24). To better understand how vIL-6 interacts with the host cell, we previously identified a cellular protein called hypoxia-upregulated protein 1 (HYOU1) th",INTRODUCTION,none,medium
pmid-26587836,26587836,Hsp70 Isoforms Are Essential for the Formation of Kaposi's Sarcoma-Associated Herpesvirus Replication and Transcription Compartments.,direct,ptm_degradation,direct_target,central,"ngst the most conserved proteins in evolution [9–11]. The major Hsp70 isoforms are the constitutively expressed Hsc70, the stress-inducible Hsp70 (iHsp70), the endoplasmic reticulum resident (Grp78) and the mitochondrial form (Grp75). All Hsp70 isoforms have an N-terminal domain which harbours a highly conserved ATPase and a C-terminal substrate binding domain [1]. Hsp90 isoforms which comprise the inducible and constitutively-expressed",Introduction,none,high
pmid-26584240,26584240,HIV-1 and two avian retroviral 5' untranslated regions bind orthologous human and chicken RNA binding proteins.,direct,localization_retention,direct_target,central,The biogenesis of retroviral virions requires a collection of host RNA binding proteins (RBPs) responsible for the formation of ribonucleoprotein particles (RNPs). Specific host RBPs are recruited to the viral 5’ terminal untranslated region (UTR) to sculpt RNPs with versatile activity. These cellular proteins catalyze intricate post-tr,Introduction,none,high
pmid-26582347,26582347,Slit2N Inhibits Transmission of HIV-1 from Dendritic Cells to T-cells by Modulating Novel Cytoskeletal Elements.,direct,localization_retention,direct_target,central,"ill lacking. To identify other proteins that may play roles in HIV-1 transmission from DCs to T-cells, we subjected DC lysates to Robo1 immunoprecipitation and mass spectrometry. Fli1 was one of numerous proteins that interacted with Robo1. (Fig. 3c) (complete data set [PASS00320] is available at http://www.peptideatlas.org). Prior studies showed Fli1 to be linked to actin nucleation via formins38. Because internalization and trans-i","Slit2N-mediated inhibition of HIV-1 transmission is Robo1-dependent, Robo1 interacts with Flightless-1 (Fli1), and sufficient levels of Fli1 are required for the transmission of HIV-1 from DCs to T-cells",none,high
pmid-26580590,26580590,"Essential Oil Composition, Antioxidant, Cytotoxic and Antiviral Activities of Teucrium pseudochamaepitys Growing Spontaneously in Tunisia.",exclude,localization_retention,incidental,incidental,"tures were 230 and 250 °C, respectively. The injection volume was 1.0 µL of 1% solution diluted in n -hexane; the split ratio was 1:50. 3.3. Gas Chromatography-Mass Spectrometry The GC-MS analysis of the oil was carried out on a Thermo Scientific Trace Ultra GC interfaced with a Thermo Scientific ITQ 1100 Mass Spectrometer fitted with TG-5 (30 m × 0.25 mm i.d., 0.25-µm film thicknesses) column. The oven temperature was programmed fro",body,tighten_query,high
pmid-26579127,26579127,HLA Preferences for Conserved Epitopes: A Potential Mechanism for Hepatitis C Clearance.,background,ptm_degradation,incidental,incidental,"ch showed a rich pattern of protein targeting by many HLA alleles. Including a filter of the predicted HLA ligands for their probability to be generated by the proteasome (26) does not appreciably change these results (data not shown). Taken together, both the experimentally determined and the predicted epitope repertoires indicate that the protective HLA-B⋆27:05 allele targets the NS5B protein of HCV.",Preferential Targeting Patterns of HCV Proteins by Class I HLA Molecules,tighten_query,medium
pmid-26572220,26572220,Differential proteomic analysis of virus-enriched fractions obtained from plasma pools of patients with dengue fever or severe dengue.,direct,localization_retention,direct_target,central,"and the envelope proteins E) and seven non-structural (NS) proteins involved in replication and pathogenicity [2]. DV enters target cells via receptor-mediated endocytosis and traffics via the endosome, where the acidic environment triggers fusion of viral and host cell membranes. Once within the target cell, the virus manipulates the host cell membrane to create an optimal environment for the assembly of its replication comple",Background,none,high
pmid-26567527,26567527,Involvement of FKBP6 in hepatitis C virus replication.,direct,localization_retention,direct_target,central,"than in naïve or cured cells (Fig. 6). FKBP8 may be involved in the early stage of HCV infection, whereas FKBP6 may persistently support HCV replication after viral entry. NS5A has two kinds of phosphorylated states: p56 and p58. NS5A p56 and p58 represent the basal phosphorylated state and hyperphosphorylated state, respectively. Casein kinase II was previously reported to be involved in the basal phosphorylated state2425, w",Discussion,none,medium
pmid-26566123,26566123,Production of Infectious Dengue Virus in Aedes aegypti Is Dependent on the Ubiquitin Proteasome Pathway.,direct,ptm_degradation,direct_target,central,"[10], DENV is fully reliant on the host machinery for many, if not all, stages of the viral life cycle in the vertebrate host as well as mosquito vector. DENV host factors thus represent in humans, potential antiviral targets and, in mosquitoes, potential DENV transmission-blocking targets that could be developed into novel mosquito-based dengue control strategies. In DENV-infected patients and mammalian cell lines, several st",Introduction,none,medium
pmid-26544179,26544179,Quantitative Proteomics Analysis of the Hepatitis C Virus Replicon High-Permissive and Low-Permissive Cell Lines.,direct,ptm_degradation,direct_target,central,"rain was developed using Huh7-derived cell lines [12, 13]. In this system, Huh7 is the only cell line that enables persistent HCV production without additional host factors [14], although a new human hepatoma cell line (Li23), was recently reported to enable genome-length HCV RNA replication [15, 16]. Other hepatocyte-derived cells, such as HepG2 cells, support the HCV 2a subgenomic replicon with lower efficiency compared to Huh",Introduction,none,high
pmid-26526588,26526588,Targeting host lipid synthesis and metabolism to inhibit dengue and hepatitis C viruses.,direct,localization_retention,direct_target,central,"Specific lipids from multiple lipid classes are central to every step in the replication cycle of the family Flaviviridae, including during viral entry, translation and replication of the viral genome, and assembly and egress of progeny virions (Fig. 1). The Flaviviridae are the causative agents for various acute and chronic disease worldwide, including dengue hemorrhagic fever (dengue virus), viral hepatiti",1. Introduction,none,high
pmid-26516900,26516900,Requirements within the Ebola Viral Glycoprotein for Tetherin Antagonism.,background,localization_retention,incidental,incidental,"The innate immune system is the first line of defense against viral pathogens. Consequently, mammalian cells employ numerous innate cellular mechanisms to inhibit viral replication and spread. Intrinsic antiviral factors comprise a form of innate immunity that directly limit v",1. Introduction,tighten_query,medium
pmid-26466362,26466362,A Genome-Wide Screen for Machinery Involved in Downregulation of MHC Class I by HIV-1 Nef.,direct,localization_retention,direct_target,central,"in vivo [4]. Many other viruses have also adopted strategies to evade the immune system of the host, using mechanisms ranging from ER-associated degradation to endocytosis [5]. In the case of HIV-1 Nef, RNAi knockdown studies have shown that the adaptor protein complex 1 (AP-1) and clathrin are required for efficient downregulation of MHC-I [6,7]. Insights into the molecular mechanism of Nef-induced MHC-I downregulation were ob",Introduction,none,high
pmid-26447952,26447952,Acetylcholinesterases from the Disease Vectors Aedes aegypti and Anopheles gambiae: Functional Characterization and Comparisons with Vertebrate Orthologues.,background,interaction_cofactor,incidental,incidental,"The glycosylation of the expressed recombinant AChE1s was investigated using enzymatic digestion and liquid chromatography-tandem mass spectrometry (LC-MS/MS). The purified protein was digested in a molecular weight cut-off centrifugal filter (Microcon 10,000 MWCO, Millipore, Billerica, MA, USA) [39]. A 100 μl aliquot was concentrated on the filter at 12,000 x g, after which the filter was washed twice w",Glycosylation analysis,tighten_query,medium
pmid-26439863,26439863,Cell Surface Proteomic Map of HIV Infection Reveals Antagonism of Amino Acid Metabolism by Vpu and Nef.,direct,ptm_degradation,direct_target,central,"al., 2014; Tokarev and Guatelli, 2011). Targets have typically been identified using non-systematic, candidate approaches and include the HIV receptor CD4, the restriction factor tetherin, and the MHC I molecules HLA-A/B (Tokarev and Guatelli, 2011). Among primate lentiviruses, a correlation is observed between viral pathogenicity and expression of Vpu, with CD4+ T cell decline and progression to AIDS markedly faster in HIV-1 than HI",Introduction,none,high
pmid-26406250,26406250,Modulation of the Host Lipid Landscape to Promote RNA Virus Replication: The Picornavirus Encephalomyocarditis Virus Converges on the Pathway Used by Hepatitis C Virus.,direct,localization_retention,direct_target,central,"lar membranes. These remodeled membranes termed replication organelles (ROs) arise from the concerted actions of both viral nonstructural proteins and co-opted host factors. Enteroviruses, for instance, hijack members of the secretory pathway for replication and formation of ROs [7,8]. Among the viral nonstructural proteins, 2B, 2C, 3A as well as their precursors 2BC and 3AB contain hydrophobic domains which confer them membrane",Introduction,none,high
pmid-26403951,26403951,Mass-Selected Site-Specific Core-Fucosylation of Serum Proteins in Hepatocellular Carcinoma.,indirect,localization_retention,pathway_or_context,supporting,"r CF protein study use lectin enrichment at the protein level and/or cut off the entire glycan structure with PNGase F prior to CF proteins identification with mass spectrometry.11,12,24 These studies provide neither information about the CF site nor the CF level of each specific CF site. In the procedure used in this study, lectin enrichment was performed at the peptide level and the glycan was truncated partially for CF identificat",RESULTS AND DISCUSSION,reviewer_calibration,medium
pmid-26389898,26389898,Isolation of Endogenously Assembled RNA-Protein Complexes Using Affinity Purification Based on Streptavidin Aptamer S1.,indirect,localization_retention,pathway_or_context,supporting,"l RNA stability [1]. Interestingly, the untranslated regions (UTRs) of virus RNA are usually highly structured and they are involved in regulation of viral RNA translation and replication [2,3]. Further identification of host factors interacting with viral RNA UTRs will greatly improve our understanding of viral biology and pathology. Discovering viral replication mechanisms in cells will require generalizable methods that isol",1. Introduction,reviewer_calibration,medium
pmid-26385832,26385832,A multi-scale mathematical modeling framework to investigate anti-viral therapeutic opportunities in targeting HIV-1 accessory proteins.,direct,localization_retention,direct_target,central,"vitro, but are critical for HIV’s pathogenicity [27]. Recent studies have revealed that a key function of several accessory proteins is in countering cellular innate immune responses; indeed, several reports have described the molecular mechanisms underlying the contest between host and viral proteins [26] and thus opened opportunities for the development of new anti-HIV therapeutic strategies targeting HIV-1 accessory protein f",1. Introduction,none,medium
pmid-26384734,26384734,NMR analysis of the interaction of picornaviral proteinases Lb and 2A with their substrate eukaryotic initiation factor 4GII.,indirect,localization_retention,pathway_or_context,supporting,"terference with the host cell's machinery for protein synthesis is a mechanism favoured by positive strand RNA viruses to increase the efficiency of viral mRNA translation. The shut‐off of host cell protein synthesis by picornaviruses, first observed in 1963 by Penman et al.,1 is a classic example. The effect has since been observed during replication of poliovirus (PV), coxsackievirus (CV) and human rhinovirus (HRV) (members o",Introduction,reviewer_calibration,low
pmid-26362536,26362536,Proteomic analysis of HIV-1 Gag interacting partners using proximity-dependent biotinylation.,direct,localization_retention,direct_target,central,"nd Gag-Pol polyprotein precursors, and the genome that is encapsidated into assembling particles [1]. The structural polyprotein Gag mediates virus assembly by trafficking to the plasma membrane, where it multimerizes to form spherical immature virus particles that are then released [2]. During the budding process, the Gag precursor is cleaved by HIV-1 protease into mature Gag proteins p17 matrix (MA), p24 capsid (CA), p7 nucle",Findings,none,high
pmid-26361997,26361997,Inhibition of hepatitis C virus RNA replication by ISG15 does not require its conjugation to protein substrates by the HERC5 E3 ligase.,direct,ptm_degradation,direct_target,central,"The outcome of hepatitis C virus (HCV) infection is determined by an array of host factors that both promote and limit HCV production. Among the genes upregulated during infection is IFN-stimulated gene 15 (ISG15) ( MacQuillan et al. , 2003 ; Robinson et al. , 2015 ), a small ubiquitin-like protein that covalently attaches to lysine residues on tar",body,none,medium
pmid-26323588,26323588,PI4K-beta and MKNK1 are regulators of hepatitis C virus IRES-dependent translation.,direct,localization_retention,direct_target,central,"To analyze the impact of gene silencing on IRES- and cap-dependent translation, respectively, we co-transfected reporter mRNAs (100 ng/0.3 cm2) in gene silenced hepatoma cells 48 h post siRNA transfection as described previously2627 (Fig. 1): Renilla luciferase mRNA initiated by a m7G cap structure and firefly luciferase mRNA containing",Results,none,medium
