paper_id,pmid,title,evidence_tier,evidence_type,directness,target_centrality,evidence_summary,supporting_text_locator,query_feedback_signal,review_confidence,retention_role
pmid-29496665,29496665,A Preexisting Rare PIK3CA(E545K) Subpopulation Confers Clinical Resistance to MEK plus CDK4/6 Inhibition in NRAS Melanoma and Is Dependent on S6K1 Signaling.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched pik3ca;drug resistance;resistance,none,high,direct_mechanistic
pmid-29472518,29472518,Mass Spectrometry-Based Proteomics Reveals Potential Roles of NEK9 and MAP2K4 in Resistance to PI3K Inhibition in Triple-Negative Breast Cancers.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: resistant models;patient-derived;combinations;progression;epigenetic;resistance,tighten_query,medium,exclude
pmid-29367069,29367069,Significance of Liquid Biopsy for Monitoring and Therapy Decision of Colorectal Cancer.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: discontinuation;combinations;progression;resistance;biomarker;response,tighten_query,medium,exclude
pmid-29291160,29291160,A dual biomarker detection platform for quantitating circulating tumor DNA (ctDNA).,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: epigenetic;biomarker;response;immune;pik3ca;ctdna,tighten_query,medium,exclude
pmid-29259073,29259073,Phase II Study of Panitumumab in RAS Wild-Type Metastatic Adenocarcinoma of Small Bowel or Ampulla of Vater.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: discontinuation;progression;resistance;response;pik3ca,tighten_query,medium,exclude
pmid-29237412,29237412,Evaluation of epidermal growth factor receptor signaling effects in gastric cancer cell lines by detailed motility-focused phenotypic characterization linked with molecular analysis.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: or combination;combinations;non-response;progression;resistance;response,tighten_query,medium,exclude
pmid-28902361,28902361,Cooperative oncogenic effect and cell signaling crosstalk of co‑occurring HER2 and mutant PIK3CA in mammary epithelial cells.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: combinations;progression;response;pik3ca;her2;pi3k,tighten_query,medium,exclude
pmid-28856074,28856074,Utilizing Tumor and Plasma Liquid Biopsy in Treatment Decision Making for an Estrogen Receptor-Positive Advanced Breast Cancer Patient.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression;resistance;response;pik3ca;ctdna;her2,tighten_query,medium,exclude
pmid-28845578,28845578,Patient harboring a novel PIK3CA point mutation after acquired resistance to crizotinib in an adenocarcinoma with ROS1 rearrangement: A case report and literature review.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,title: matched pik3ca;acquired resistance;resistance,none,high,direct_mechanistic
pmid-28808038,28808038,The Phosphatidylinositol 3-Kinase Pathway as a Potential Therapeutic Target in Bladder Cancer.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;progression-free;patient-derived;or combination;combinations;resistance,tighten_query,medium,exclude
pmid-28685070,28685070,Pilot study of sirolimus in patients with PIK3CA mutant/amplified refractory solid cancer.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: clinical benefit;progression;resistance;response;pik3ca;mtor,tighten_query,medium,exclude
pmid-28618197,28618197,Analysis of mutant allele fractions in driver genes in colorectal cancer - biological and clinical insights.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched pik3ca;progression;response,none,high,direct_mechanistic
pmid-28597653,28597653,Overexpression of ATP-Binding Cassette Subfamily G Member 2 Confers Resistance to Phosphatidylinositol 3-Kinase Inhibitor PF-4989216 in Cancer Cells.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: resistance;relapse;pik3ca;mtor;pi3k;pten,tighten_query,medium,exclude
pmid-28592616,28592616,"Multicenter Phase II Study of Panitumumab in Platinum Pretreated, Advanced Head and Neck Squamous Cell Cancer.",exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: clinical benefit;or combination;combinations;progression;resistance;biomarker,tighten_query,medium,exclude
pmid-28584208,28584208,Establishment of a Novel Method for Screening Epidermal Growth Factor Receptor Tyrosine Kinase Inhibitor Resistance Mutations in Lung Cancer.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched pik3ca;acquired resistance;resistance,none,high,direct_mechanistic
pmid-28572531,28572531,EGFR G796D mutation mediates resistance to osimertinib.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;progression-free;progression;resistance;response;relapse,tighten_query,medium,exclude
pmid-28424201,28424201,PIK3CA Mutations Contribute to Acquired Cetuximab Resistance in Patients with Metastatic Colorectal Cancer.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched pik3ca;acquired resistance;resistance,none,high,direct_mechanistic
pmid-28396358,28396358,Extracellular Matrix/Integrin Signaling Promotes Resistance to Combined Inhibition of HER2 and PI3K in HER2(+) Breast Cancer.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched pik3ca;acquired resistance;resistance,none,high,direct_mechanistic
pmid-28330462,28330462,Prospective phase II trial of everolimus in PIK3CA amplification/mutation and/or PTEN loss patients with advanced solid tumors refractory to standard therapy.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression;resistance;response;pik3ca;her2;mtor,tighten_query,medium,exclude
pmid-28249908,28249908,Kinome-Wide RNA Interference Screen Reveals a Role for PDK1 in Acquired Resistance to CDK4/6 Inhibition in ER-Positive Breast Cancer.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched pik3ca;acquired resistance;resistance,none,high,direct_mechanistic
pmid-28229982,28229982,Circulating-free DNA Mutation Associated with Response of Targeted Therapy in Human Epidermal Growth Factor Receptor 2-positive Metastatic Breast Cancer.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;progression-free;progression;resistance;biomarker;response,tighten_query,medium,exclude
pmid-28199979,28199979,ATM mutations and E-cadherin expression define sensitivity to EGFR-targeted therapy in colorectal cancer.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: non-response;progression;epigenetic;resistance;response;pik3ca,tighten_query,medium,exclude
pmid-28167203,28167203,ERBB2-Mutated Metastatic Non-Small Cell Lung Cancer: Response and Resistance to Targeted Therapies.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: clinical benefit;progression;resistance;response;pik3ca;ctdna,tighten_query,medium,exclude
pmid-28123607,28123607,"Proteins Involved in HER2 Signalling Pathway, Their Relations and Influence on Metastasis-Free Survival in HER2-Positive Breast Cancer Patients Treated with Trastuzumab in Adjuvant Setting.",direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched pik3ca;progression;response,none,high,direct_mechanistic
pmid-28072765,28072765,Phase II study of the PI3K inhibitor BKM120 in patients with advanced or recurrent endometrial carcinoma: a stratified type I-type II study from the GINECO group.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;clinical benefit;progression-free;discontinuation;progression;resistance,tighten_query,medium,exclude
pmid-28068936,28068936,Retrospective study of RAS/PIK3CA/BRAF tumor mutations as predictors of response to first-line chemotherapy with bevacizumab in metastatic colorectal cancer patients.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;treatment failure;clinical benefit;progression-free;progression;resistance,tighten_query,medium,exclude
pmid-28029662,28029662,Guidance to rational use of pharmaceuticals in gallbladder sarcomatoid carcinoma using patient-derived cancer cells and whole exome sequencing.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: patient-derived;resistance;biomarker;response;immune;pik3ca,tighten_query,medium,exclude
pmid-27852040,27852040,Clinical validation of prospective liquid biopsy monitoring in patients with wild-type RAS metastatic colorectal cancer treated with FOLFIRI-cetuximab.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: clinical benefit;progression;resistance;biomarker;response;relapse,tighten_query,medium,exclude
pmid-27399335,27399335,FBW7 mutations mediate resistance of colorectal cancer to targeted therapies by blocking Mcl-1 degradation.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: combinations;progression;epigenetic;resistance;response;pik3ca,tighten_query,medium,exclude
pmid-27188206,27188206,A Phase II Study of Poziotinib in Patients with Epidermal Growth Factor Receptor (EGFR)-Mutant Lung Adenocarcinoma Who Have Acquired Resistance to EGFR-Tyrosine Kinase Inhibitors.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;clinical benefit;progression-free;discontinuation;progression;resistance,tighten_query,medium,exclude
pmid-27126994,27126994,"A Phase Ib Study of Alpelisib (BYL719), a PI3Kα-Specific Inhibitor, with Letrozole in ER+/HER2- Metastatic Breast Cancer.",direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched pik3ca;drug resistance;resistance,none,high,direct_mechanistic
pmid-28848656,28848656,Clinical activity and tolerability of FOLFIRI and cetuximab in elderly patients with metastatic colorectal cancer in the CAPRI-GOIM first-line trial.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;progression-free;progression;resistance;response;pik3ca,tighten_query,medium,exclude
pmid-27821131,27821131,Frequency of EGFR T790M mutation and multimutational profiles of rebiopsy samples from non-small cell lung cancer developing acquired resistance to EGFR tyrosine kinase inhibitors in Japanese patients.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;progression-free;progression;resistance;response;pik3ca,tighten_query,medium,exclude
pmid-27750214,27750214,Genomic characterization of high-risk non-muscle invasive bladder cancer.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression;biomarker;response;immune;pik3ca;pten,tighten_query,medium,exclude
pmid-27734950,27734950,The Role of PIK3CA Mutations among Lung Adenocarcinoma Patients with Primary and Acquired Resistance to EGFR Tyrosine Kinase Inhibition.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,title: matched pik3ca;acquired resistance;resistance,none,high,direct_mechanistic
pmid-27604488,27604488,Systematic Functional Characterization of Resistance to PI3K Inhibition in Breast Cancer.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched pik3ca;drug resistance;resistance,none,high,direct_mechanistic
pmid-27603005,27603005,"A multicenter, single-arm, open-label, phase 2 study of apitolisib (GDC-0980) for the treatment of recurrent or persistent endometrial carcinoma (MAGGIE study).",exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: pik3ca mutation prevalence;progression-free survival;clinical benefit;progression-free;discontinuation;progression,tighten_query,medium,exclude
pmid-27528220,27528220,Mutational profiling of non-small-cell lung cancer patients resistant to first-generation EGFR tyrosine kinase inhibitors using next generation sequencing.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;bypass signaling;progression-free;progression;epigenetic;resistance,tighten_query,medium,exclude
pmid-27451907,27451907,PDK1-SGK1 Signaling Sustains AKT-Independent mTORC1 Activation and Confers Resistance to PI3Kα Inhibition.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: clinical benefit;resistant models;progression;cell-cycle;epigenetic;resistance,tighten_query,medium,exclude
pmid-27223437,27223437,Establishment of a multimarker qPCR panel for the molecular characterization of circulating tumor cells in blood samples of metastatic breast cancer patients during the course of palliative treatment.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;progression-free;or combination;combinations;progression;resistance,tighten_query,medium,exclude
pmid-27200287,27200287,Durable Response of Spinal Chordoma to Combined Inhibition of IGF-1R and EGFR.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression;resistance;response;pik3ca;her2;pten,tighten_query,medium,exclude
pmid-27184134,27184134,"MYC copy gain, chromosomal instability and PI3K activation as potential markers of unfavourable outcome in trastuzumab-treated patients with metastatic breast cancer.",exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: treatment failure;clinical benefit;progression-free;combinations;progression;resistance,tighten_query,medium,exclude
pmid-27157620,27157620,FBXO10 deficiency and BTK activation upregulate BCL2 expression in mantle cell lymphoma.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: resistance;response;pik3ca,tighten_query,medium,exclude
pmid-27084427,27084427,"Analysis of PI3K/mTOR Pathway Biomarkers and Their Prognostic Value in Women with Hormone Receptor-Positive, HER2-Negative Early Breast Cancer.",exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;clinical benefit;progression-free;progression;resistance;biomarker,tighten_query,medium,exclude
pmid-27035903,27035903,"HER2+ Cancer Cell Dependence on PI3K vs. MAPK Signaling Axes Is Determined by Expression of EGFR, ERBB3 and CDKN1B.",exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: adaptive feedback;biomarker-defined;or combination;combinations;progression;resistance,tighten_query,medium,exclude
pmid-26968843,26968843,Mutational status of synchronous and metachronous tumor samples in patients with metastatic non-small-cell lung cancer.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;progression-free;or combination;combinations;resistance;biomarker,tighten_query,medium,exclude
pmid-26964771,26964771,Phase II Study of a Non-Platinum-Containing Doublet of Paclitaxel and Pemetrexed with Bevacizumab as Initial Therapy for Patients with Advanced Lung Adenocarcinomas.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;progression-free;discontinuation;combinations;progression;metabolic,tighten_query,medium,exclude
pmid-26955870,26955870,Improving gastric cancer preclinical studies using diverse in vitro and in vivo model systems.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: clinical benefit;progression;epigenetic;resistance;biomarker;response,tighten_query,medium,exclude
pmid-26869800,26869800,Biomarkers predicting resistance to epidermal growth factor receptor-targeted therapy in metastatic colorectal cancer with wild-type KRAS.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;progression-free;patient-derived;or combination;progression;resistance,tighten_query,medium,exclude
pmid-26862733,26862733,The mechanism of acquired resistance to irreversible EGFR tyrosine kinase inhibitor-afatinib in lung adenocarcinoma patients.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched pik3ca;acquired resistance;resistance,none,high,direct_mechanistic
pmid-26796526,26796526,Frequency and clinicopathologic profile of PIK3CA mutant GISTs: molecular genetic study of 529 cases.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression;epigenetic;resistance;response;pik3ca;mtor,tighten_query,medium,exclude
pmid-26783290,26783290,A Phase I Study of the AKT Inhibitor MK-2206 in Combination with Hormonal Therapy in Postmenopausal Women with Estrogen Receptor-Positive Metastatic Breast Cancer.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched pik3ca;progression;response,none,high,direct_mechanistic
pmid-26572704,26572704,ARID1A gene mutation in ovarian and endometrial cancers (Review).,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;progression-free;progression;epigenetic;resistance;biomarker,tighten_query,medium,exclude
pmid-26791794,26791794,Responses to the multitargeted MET/ALK/ROS1 inhibitor crizotinib and co-occurring mutations in lung adenocarcinomas with MET amplification or MET exon 14 skipping mutation.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression;resistance;response;pik3ca;pi3k;akt,tighten_query,medium,exclude
pmid-26630576,26630576,High-Throughput Mutation Profiling Changes before and 3 Weeks after Chemotherapy in Newly Diagnosed Breast Cancer Patients.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;progression-free;combinations;resistance;biomarker;response,tighten_query,medium,exclude
pmid-26510912,26510912,Personalized comprehensive molecular profiling of high risk osteosarcoma: Implications and limitations for precision medicine.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;clinical benefit;progression-free;combinations;progression;resistance,tighten_query,medium,exclude
pmid-26452027,26452027,Prospective blinded study of somatic mutation detection in cell-free DNA utilizing a targeted 54-gene next generation sequencing panel in metastatic solid tumor patients.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;progression-free;progression;resistance;response;relapse,tighten_query,medium,exclude
pmid-26404261,26404261,Dual Inhibition of MEK and PI3K Pathway in KRAS and BRAF Mutated Colorectal Cancers.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;clinical benefit;progression-free;patient-derived;combinations;progression,tighten_query,medium,exclude
pmid-26400668,26400668,Small cell lung cancer transformation and T790M mutation: complimentary roles in acquired resistance to kinase inhibitors in lung cancer.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;treatment failure;clinical benefit;progression-free;resistance;response,tighten_query,medium,exclude
pmid-26333383,26333383,Dual HER2/PIK3CA Targeting Overcomes Single-Agent Acquired Resistance in HER2-Amplified Uterine Serous Carcinoma Cell Lines In Vitro and In Vivo.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression;resistance;response;immune;pik3ca;her2,tighten_query,medium,exclude
pmid-26318427,26318427,New findings on primary and acquired resistance to anti-EGFR therapy in metastatic colorectal cancer: do all roads lead to RAS?,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: clinical benefit;progression;epigenetic;resistance;biomarker;response,tighten_query,medium,exclude
pmid-26317216,26317216,Exome Sequencing of Cell-Free DNA from Metastatic Cancer Patients Identifies Clinically Actionable Mutations Distinct from Primary Disease.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression;resistance;response;pik3ca;ctdna;esr1,tighten_query,medium,exclude
pmid-26289070,26289070,Preclinical Efficacy of Ron Kinase Inhibitors Alone and in Combination with PI3K Inhibitors for Treatment of sfRon-Expressing Breast Cancer Patient-Derived Xenografts.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: discontinuation;patient-derived;or combination;progression;resistance;response,tighten_query,medium,exclude
pmid-26251629,26251629,New and emerging factors in tumorigenesis: an overview.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;pathway reactivation;progression-free;or combination;combinations;progression,tighten_query,medium,exclude
pmid-26099045,26099045,Subclonal diversification of primary breast cancer revealed by multiregion sequencing.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: clinical benefit;response;relapse;pik3ca;her2;pten,tighten_query,medium,exclude
pmid-26085511,26085511,Serial Next-Generation Sequencing of Circulating Cell-Free DNA Evaluating Tumor Clone Response To Molecularly Targeted Drug Administration.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: discontinuation;combinations;progression;epigenetic;resistance;biomarker,tighten_query,medium,exclude
pmid-26021831,26021831,Multiple gene aberrations and breast cancer: lessons from super-responders.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;progression-free;progression;resistance;metabolic;response,tighten_query,medium,exclude
pmid-26018876,26018876,Targeted Therapies in Non-Small Cell Lung Cancer-Beyond EGFR and ALK.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;progression-free;combinations;progression;resistance;response,tighten_query,medium,exclude
pmid-26004768,26004768,Epidermal Growth Factor Receptor (EGFR) Pathway Biomarkers in the Randomized Phase III Trial of Erlotinib Versus Observation in Ovarian Cancer Patients with No Evidence of Disease Progression after First-Line Platinum-Based Chemotherapy.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;progression-free;progression;resistance;biomarker;response,tighten_query,medium,exclude
pmid-25969993,25969993,"Using the MCF10A/MCF10CA1a Breast Cancer Progression Cell Line Model to Investigate the Effect of Active, Mutant Forms of EGFR in Breast Cancer Development and Treatment Using Gefitinib.",exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;progression-free;progression;resistance;response;immune,tighten_query,medium,exclude
pmid-25952930,25952930,The combination of sorafenib and everolimus shows antitumor activity in preclinical models of malignant pleural mesothelioma.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: clinical benefit;progression;biomarker;metabolic;response;pik3ca,tighten_query,medium,exclude
pmid-25889309,25889309,Tumour pharmacodynamics and circulating cell free DNA in patients with refractory colorectal carcinoma treated with regorafenib.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: clinical benefit;progression-free;discontinuation;or combination;progression;resistance,tighten_query,medium,exclude
pmid-25886409,25886409,Successful control of heavily pretreated metastatic gastric cancer with the mTOR inhibitor everolimus (RAD001) in a patient with PIK3CA mutation and pS6 overexpression.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;clinical benefit;progression-free;progression;cell-cycle;resistance,tighten_query,medium,exclude
pmid-25663927,25663927,EGFR methylation and outcome of patients with advanced colorectal cancer treated with cetuximab.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched pik3ca;progression;response,none,high,direct_mechanistic
pmid-25621052,25621052,Phospho-PRAS40(Thr246) predicts trastuzumab response in patients with HER2-positive metastatic breast cancer.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression;resistance;biomarker;response;relapse;pik3ca,tighten_query,medium,exclude
pmid-25593016,25593016,"A randomized, phase 2 trial of docetaxel with or without PX-866, an irreversible oral phosphatidylinositol 3-kinase inhibitor, in patients with relapsed or metastatic head and neck squamous cell cancer.",exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;clinical benefit;progression-free;discontinuation;progression;epigenetic,tighten_query,medium,exclude
pmid-25556614,25556614,The PI3K/Akt/mTOR pathway in ovarian cancer: therapeutic opportunities and challenges.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;clinical benefit;progression-free;discontinuation;or combination;combinations,tighten_query,medium,exclude
pmid-25472943,25472943,PI3'-kinase inhibition forestalls the onset of MEK1/2 inhibitor resistance in BRAF-mutated melanoma.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: clinical benefit;or combination;progression;resistance;response;pik3ca,tighten_query,medium,exclude
pmid-25409150,25409150,Convergent loss of PTEN leads to clinical resistance to a PI(3)Kα inhibitor.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: patient-derived;progression;resistance;response;pik3ca;esr1,tighten_query,medium,exclude
pmid-25242168,25242168,"Potent antitumor activity of cabozantinib, a c-MET and VEGFR2 inhibitor, in a colorectal cancer patient-derived tumor explant model.",exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: clinical benefit;patient-derived;progression;resistance;biomarker;response,tighten_query,medium,exclude
pmid-25444464,25444464,"Ganetespib, a novel Hsp90 inhibitor in patients with KRAS mutated and wild type, refractory metastatic colorectal cancer.",exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;progression-free;progression;resistance;response;mapk,tighten_query,medium,exclude
