paper_id,pmid,title,evidence_tier,evidence_type,directness,target_centrality,evidence_summary,supporting_text_locator,query_feedback_signal,review_confidence,retention_role
pmid-26791794,26791794,Responses to the multitargeted MET/ALK/ROS1 inhibitor crizotinib and co-occurring mutations in lung adenocarcinomas with MET amplification or MET exon 14 skipping mutation.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: acquired resistance;progression;resistance;response;models;pik3ca,tighten_query,medium,exclude
pmid-26404261,26404261,Dual Inhibition of MEK and PI3K Pathway in KRAS and BRAF Mutated Colorectal Cancers.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;intrinsic resistance;acquired resistance;clinical benefit;progression-free;drug resistance,tighten_query,medium,exclude
pmid-26400668,26400668,Small cell lung cancer transformation and T790M mutation: complimentary roles in acquired resistance to kinase inhibitors in lung cancer.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;acquired resistance;treatment failure;clinical benefit;progression-free;resistance,tighten_query,medium,exclude
pmid-26333383,26333383,Dual HER2/PIK3CA Targeting Overcomes Single-Agent Acquired Resistance in HER2-Amplified Uterine Serous Carcinoma Cell Lines In Vitro and In Vivo.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: acquired resistance;feedback activation;progression;resistance;response;immune,tighten_query,medium,exclude
pmid-26289070,26289070,Preclinical Efficacy of Ron Kinase Inhibitors Alone and in Combination with PI3K Inhibitors for Treatment of sfRon-Expressing Breast Cancer Patient-Derived Xenografts.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: acquired resistance;discontinuation;drug resistance;patient-derived;or combination;progression,tighten_query,medium,exclude
pmid-26187428,26187428,Emergence of RET rearrangement co-existing with activated EGFR mutation in EGFR-mutated NSCLC patients who had progressed on first- or second-generation EGFR TKI.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;acquired resistance;progression-free;discontinuation;drug resistance;or combination,tighten_query,medium,exclude
pmid-26018876,26018876,Targeted Therapies in Non-Small Cell Lung Cancer-Beyond EGFR and ALK.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;acquired resistance;progression-free;combinations;progression;resistance,tighten_query,medium,exclude
pmid-25889309,25889309,Tumour pharmacodynamics and circulating cell free DNA in patients with refractory colorectal carcinoma treated with regorafenib.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: clinical benefit;progression-free;discontinuation;or combination;progression;resistance,tighten_query,medium,exclude
pmid-25886409,25886409,Successful control of heavily pretreated metastatic gastric cancer with the mTOR inhibitor everolimus (RAD001) in a patient with PIK3CA mutation and pS6 overexpression.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;acquired resistance;clinical benefit;progression-free;progression;cell-cycle,tighten_query,medium,exclude
pmid-25636880,25636880,Pharmacogenomic and molecular docking studies on the cytotoxicity of the natural steroid wortmannin against multidrug-resistant tumor cells.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched pik3ca;drug resistance;resistance,none,high,direct_mechanistic
pmid-25593016,25593016,"A randomized, phase 2 trial of docetaxel with or without PX-866, an irreversible oral phosphatidylinositol 3-kinase inhibitor, in patients with relapsed or metastatic head and neck squamous cell cancer.",exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;clinical benefit;progression-free;discontinuation;progression;epigenetic,tighten_query,medium,exclude
pmid-25556614,25556614,The PI3K/Akt/mTOR pathway in ovarian cancer: therapeutic opportunities and challenges.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;acquired resistance;feedback activation;clinical benefit;progression-free;discontinuation,tighten_query,medium,exclude
pmid-25472943,25472943,PI3'-kinase inhibition forestalls the onset of MEK1/2 inhibitor resistance in BRAF-mutated melanoma.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: clinical benefit;drug resistance;or combination;progression;resistance;response,tighten_query,medium,exclude
pmid-25409150,25409150,Convergent loss of PTEN leads to clinical resistance to a PI(3)Kα inhibitor.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: acquired resistance;patient-derived;progression;resistance;response;models,tighten_query,medium,exclude
pmid-25242168,25242168,"Potent antitumor activity of cabozantinib, a c-MET and VEGFR2 inhibitor, in a colorectal cancer patient-derived tumor explant model.",exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: acquired resistance;clinical benefit;drug resistance;patient-derived;progression;resistance,tighten_query,medium,exclude
pmid-25444464,25444464,"Ganetespib, a novel Hsp90 inhibitor in patients with KRAS mutated and wild type, refractory metastatic colorectal cancer.",exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;progression-free;drug resistance;progression;resistance;response,tighten_query,medium,exclude
pmid-25277176,25277176,The structural basis for cancer treatment decisions.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: drug resistance;combinations;progression;epigenetic;resistance;response,tighten_query,medium,exclude
pmid-25119929,25119929,Novel secondary somatic mutations in Ewing's sarcoma and desmoplastic small round cell tumors.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: acquired resistance;drug resistance;progression;resistance;response;pik3ca,tighten_query,medium,exclude
pmid-25051360,25051360,Deregulation of the EGFR/PI3K/PTEN/Akt/mTORC1 pathway in breast cancer: possibilities for therapeutic intervention.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched pik3ca;progression;response,none,high,direct_mechanistic
pmid-25002028,25002028,CDK 4/6 inhibitors sensitize PIK3CA mutant breast cancer to PI3K inhibitors.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched pik3ca;acquired resistance;resistance,none,high,direct_mechanistic
pmid-24758538,24758538,The Emerging Role of NRAS Mutations in Colorectal Cancer Patients Selected for Anti-EGFR Therapies.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;compensatory signaling;acquired resistance;feedback activation;clinical benefit;progression-free,tighten_query,medium,exclude
pmid-24663045,24663045,Stand up to cancer phase Ib study of pan-phosphoinositide-3-kinase inhibitor buparlisib with letrozole in estrogen receptor-positive/human epidermal growth factor receptor 2-negative metastatic breast cancer.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched pik3ca;drug resistance;resistance,none,high,direct_mechanistic
pmid-24467828,24467828,"PIK3CA mutations, phosphatase and tensin homolog, human epidermal growth factor receptor 2, and insulin-like growth factor 1 receptor and adjuvant tamoxifen resistance in postmenopausal breast cancer patients.",exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: endocrine resistance;resistance;biomarker;response;models;pik3ca,tighten_query,medium,exclude
pmid-24451154,24451154,Direct inhibition of PI3K in combination with dual HER2 inhibitors is required for optimal antitumor activity in HER2+ breast cancer cells.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched pik3ca;acquired resistance;resistance,none,high,direct_mechanistic
pmid-24369725,24369725,Mechanisms of acquired resistance to EGFR-tyrosine kinase inhibitor in Korean patients with lung cancer.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched pik3ca;acquired resistance;resistance,none,high,direct_mechanistic
pmid-24366379,24366379,Acquired PIK3CA amplification causes resistance to selective phosphoinositide 3-kinase inhibitors in breast cancer.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched pik3ca;acquired resistance;resistance,none,high,direct_mechanistic
pmid-23470965,23470965,Analysis of tumor specimens at the time of acquired resistance to EGFR-TKI therapy in 155 patients with EGFR-mutant lung cancers.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched pik3ca;acquired resistance;resistance,none,high,direct_mechanistic
pmid-23470635,23470635,BRAF mutant gastrointestinal stromal tumor: first report of regression with BRAF inhibitor dabrafenib (GSK2118436) and whole exomic sequencing for analysis of acquired resistance.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched pik3ca;acquired resistance;progression-free survival;progression-free;resistance;response,none,high,direct_mechanistic
pmid-23384718,23384718,"A phase II study of temsirolimus and erlotinib in patients with recurrent and/or metastatic, platinum-refractory head and neck squamous cell carcinoma.",exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;acquired resistance;treatment failure;progression-free;progression;epigenetic,tighten_query,medium,exclude
pmid-23251002,23251002,Resistance to BRAF inhibition in BRAF-mutant colon cancer can be overcome with PI3K inhibition or demethylating agents.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: acquired resistance;or combination;combinations;progression;epigenetic;resistance,tighten_query,medium,exclude
pmid-23200321,23200321,Molecular phenotype predicts sensitivity of squamous cell carcinoma of the head and neck to epidermal growth factor receptor inhibition.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: resistance;response;models;pik3ca;her2;mtor,tighten_query,medium,exclude
pmid-23006971,23006971,Mutations and deregulation of Ras/Raf/MEK/ERK and PI3K/PTEN/Akt/mTOR cascades which alter therapy response.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: drug resistance;progression;epigenetic;p110-alpha;resistance;metabolic,tighten_query,medium,exclude
pmid-22932669,22932669,Biomarkers of response to Akt inhibitor MK-2206 in breast cancer.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: clinical benefit;progression;cell-cycle;resistance;biomarker;response,tighten_query,medium,exclude
pmid-22696593,22696593,Sorafenib enhances the therapeutic efficacy of rapamycin in colorectal cancers harboring oncogenic KRAS and PIK3CA.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: feedback activation;or combination;progression;cell-cycle;resistance;response,tighten_query,medium,exclude
pmid-22487539,22487539,Perifosine plus docetaxel in patients with platinum and taxane resistant or refractory high-grade epithelial ovarian cancer.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;progression-free;progression;resistance;response;models,tighten_query,medium,exclude
pmid-21822122,21822122,Mechanism of EGER-related cancer drug resistance.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched pik3ca;progression;resistance;response,none,high,direct_mechanistic
pmid-21430269,21430269,Genotypic and histological evolution of lung cancers acquiring resistance to EGFR inhibitors.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched pik3ca;drug resistance;resistance,none,high,direct_mechanistic
pmid-21414654,21414654,"A Gynecologic Oncology Group phase II trial of the protein kinase C-beta inhibitor, enzastaurin and evaluation of markers with potential predictive and prognostic value in persistent or recurrent epithelial ovarian and primary peritoneal malignancies.",exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free;combinations;progression;resistance;biomarker;metabolic,tighten_query,medium,exclude
pmid-20825420,20825420,Mechanisms of resistance to anti-human epidermal growth factor receptor 2 agents in breast cancer.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;acquired resistance;progression-free;or combination;combinations;progression,tighten_query,medium,exclude
pmid-20699365,20699365,PIK3CA mutation uncouples tumor growth and cyclin D1 regulation from MEK/ERK and mutant KRAS signaling.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression;resistance;biomarker;response;models;pik3ca,tighten_query,medium,exclude
pmid-19010894,19010894,Phosphatidylinositol 3-kinase hyperactivation results in lapatinib resistance that is reversed by the mTOR/phosphatidylinositol 3-kinase inhibitor NVP-BEZ235.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: acquired resistance;clinical benefit;combinations;progression;resistance;biomarker,tighten_query,medium,exclude
pmid-16906227,16906227,Allelic dilution obscures detection of a biologically significant resistance mutation in EGFR-amplified lung cancer.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: acquired resistance;drug resistance;progression;resistance;response;models,tighten_query,medium,exclude
